"ID","ADDRESS","CITY","STATE","ZIP","ListPrice","BEDS","BATHS","LOCATION","SQFT","LotSize","YearBuilt","ParkingSpots","HasGarage","DOM","LastSaleDate","SoldPrev","Realty","LATITUDE","LONGITUDE","ShortSale"
4427068,"5201 Oliver Ave N","Minneapolis","MN",55430,225000,3,"1,75","Shingle Creek",1758,7405,2014,2,"Garage",82,,"N","Counselor Realty, Inc","45,049561","-93,308426","N"
4412322,"5218 N 4th St","Minneapolis","MN",55430,139900,2,2,"Lind - Bohanon",1100,5227,1923,4,"Garage",119,12/12/2007,"Y","Around Town Realty LLC","45,050011","-93,286018","N"
4431754,"5230 N 6th St","Minneapolis","MN",55430,119900,3,"1,5","Lind - Bohanon",1121,5227,1921,2,"Garage",57,20/9/2013,"Y","LaRue Realty","45,050232","-93,287308","N"
4425032,"5232 14th Ave S","Minneapolis","MN",55417,339900,3,"2,5","Hale",2079,5662,1949,2,"Garage",89,,"N","Coldwell Banker Burnet","44,907856","-93,255363","N"
4409677,"5234 Fremont Ave N","Minneapolis","MN",55430,138500,5,"1,75","Lind - Bohanon",1774,4791,1945,1,"Garage",137,4/8/2008,"Y","RE/MAX Results","45,050339","-93,296272","N"
4439727,"5241 Elliot Ave","Minneapolis","MN",55417,219900,3,1,"Hale",1052,5227,1951,2,"Garage",9,,"N","Realty Direct REO, LLC","44,907578","-93,261002","N"
4425385,"5247 Girard Ave S","Minneapolis","MN",55419,955000,5,"4,5","Lynnhurst",4720,6534,1927,3,"Garage",88,,"N","Twin Oaks Realty, Inc","44,907047","-93,296829","N"
4439834,"525 Lawson Ave E","St. Paul","MN",55130,99900,2,1,"Payne-Phalen",754,9583,1924,2,"Garage",9,,"N","Edina Realty, Inc.","44,972248","-93,078194","N"
4441470,"528 Dayton Ave","St. Paul","MN",55102,520000,4,"2,25","Summit-University",2352,5662,1888,2,"Garage",2,,"N","Keller Williams Premier Realty","44,947147","-93,12252","N"
4429588,"528 Smith Ave S","St. Paul","MN",55107,149900,3,"1,25","West Side",1288,5227,1907,3,"Garage",70,27/8/2008,"Y","Coldwell Banker Burnet","44,930004","-93,101593","N"
4344666,"530 Forest St","St. Paul","MN",55106,145000,3,1,"Dayton's Bluff",1279,4791,1914,2,"Garage",137,,"N","Edina Realty, Inc.","44,957283","-93,06057","N"
4441742,"5300 Chowen Ave S","Minneapolis","MN",55410,260000,3,1,"Fulton",1176,4791,1925,2,"Garage",1,,"N","RE/MAX Results","44,906943","-93,325364","N"
4420589,"5301 Humboldt Ave S","Minneapolis","MN",55419,479900,3,"1,5","Lynnhurst",2191,5924,1936,2,"Garage",104,,"N","RE/MAX Results","44,906761","-93,298103","N"
4441325,"5304 12th Ave S","Minneapolis","MN",55417,324900,4,"1,5","Hale",2114,4791,1948,2,"Garage",2,,"N","Miles Realty LLC","44,906776","-93,257942","N"
4423493,"5304 39th Ave S","Minneapolis","MN",55417,159900,1,1,"Minnehaha",599,5227,1923,2,"Garage",95,,"N","Coldwell Banker Burnet","44,906944","-93,216858","N"
4433192,"5309 14th Ave S","Minneapolis","MN",55417,234900,3,1,"Hale",1540,4791,1939,1,"Garage",51,,"N","RE/MAX Results","44,906696","-93,254646","N"
4431612,"5325 3rd Ave S","Minneapolis","MN",55419,499900,3,"1,5","Page",2552,6534,1927,2,"Garage",57,,"N","Better Homes and Gardens Real Estate-All Seasons","44,90604","-93,272537","N"
4441521,"5328 Knox Ave S","Minneapolis","MN",55419,319900,2,"2,25","Lynnhurst",1930,5227,1921,2,"Garage",2,30/8/2011,"Y","Coldwell Banker Burnet","44,906025","-93,302643","N"
4433018,"5332 Emerson Ave S","Minneapolis","MN",55419,624900,5,"2,75","Lynnhurst",2697,4791,1929,2,"Garage",51,20/9/2013,"Y","Coldwell Banker Burnet","44,905899","-93,295013","N"
4430741,"5333 40th Ave S","Minneapolis","MN",55417,179990,3,1,"Minnehaha",1031,5227,1924,2,"Garage",65,,"N","RE/MAX Results","44,906124","-93,214874","N"
4439729,"5336 Abbott Ave S","Minneapolis","MN",55410,799990,4,"3,25","Fulton",3398,5227,2013,4,"Garage",9,,"N","RE/MAX Results","44,905968","-93,32299","N"
4394093,"5340 12th Ave S","Minneapolis","MN",55417,225000,3,1,"Hale",1154,5227,1940,2,"Garage",137,,"N","Coldwell Banker Burnet","44,905762","-93,257957","N"
4440134,"5341 Abbott Ave S","Minneapolis","MN",55410,699900,4,"3,5","Fulton",3200,5227,2006,2,"Garage",8,28/10/2008,"Y","Edina Realty, Inc.","44,905846","-93,322266","N"
4435837,"5345 44th Ave S","Minneapolis","MN",55417,129900,2,"1,75","Minnehaha",954,5227,1924,1,"Garage",36,,"N","Coldwell Banker Burnet","44,905834","-93,20977","Y"
4425139,"5346 Oliver Ave S","Minneapolis","MN",55419,309999,3,"1,75","Lynnhurst",1725,5662,1928,1,"Garage",89,,"N","Coldwell Banker Burnet","44,905426","-93,307716","N"
4411936,"538 Dayton Ave","St. Paul","MN",55102,599900,4,3,"Summit-University",3552,5662,1880,2,"Garage",119,,"N","Lakes Sotheby's International","44,947147","-93,12291","N"
4430324,"5400 Morgan Ave S","Minneapolis","MN",55419,299900,4,2,"Armatage",2208,6534,1948,1,"Garage",68,,"N","Century 21 Pastrana, Inc","44,904976","-93,305176","N"
4432326,"5401 2nd Ave S","Minneapolis","MN",55419,389900,4,"1,75","Page",2320,7405,1918,3,"Garage",57,,"N","Primary Investments,  LLC","44,905033","-93,273834","N"
4426073,"5401 45th Ave S","Minneapolis","MN",55417,129900,3,"1,75","Morris Park",1574,5227,1950,1,"Garage",85,,"N","RE/MAX Advantage Plus","44,905251","-93,208496","N"
4395523,"5405 44th Ave S","Minneapolis","MN",55417,134800,1,1,"Morris Park",675,5227,1922,2,"Garage",137,,"N","Lakes Sotheby's International","44,905144","-93,209778","N"
4431326,"5413 29th Ave S","Minneapolis","MN",55417,154900,3,"1,75","Wenonah",1300,,1955,2,"Garage",63,,"N","RE/MAX Results","44,904865","-93,230667","N"
4431609,"5414 Washburn Ave S","Minneapolis","MN",55410,224900,3,1,"Armatage",1140,5662,1947,1,"Garage",57,,"N","RE/MAX Results","44,904659","-93,317909","N"
4425848,"5415 31st Ave S","Minneapolis","MN",55417,117900,2,1,"Wenonah",739,6098,1923,2,"Garage",85,,"N","Realty Direct REO, LLC","44,904865","-93,226814","N"
4400813,"5421 33rd Ave S","Minneapolis","MN",55417,124900,1,1,"Wenonah",548,6098,1924,1,"Garage",137,,"N","RE/MAX Results","44,904633","-93,22393","N"
4434692,"5428 31st Ave S","Minneapolis","MN",55417,209900,4,2,"Wenonah",2852,5227,1944,1,"Garage",43,,"N","Tangletown Realty","44,904453","-93,227585","N"
4423084,"5433 25th Ave S","Minneapolis","MN",55417,239900,4,2,"Wenonah",2164,4791,1946,1,"Garage",96,,"N","Edina Realty, Inc.","44,904282","-93,235779","N"
4435863,"5436 30th Ave S","Minneapolis","MN",55417,184900,3,"1,75","Wenonah",1596,5227,1946,2,"Garage",36,19/12/2007,"Y","Advisors Realty Inc.","44,904213","-93,230118","N"
4425730,"5444 33rd Ave S","Minneapolis","MN",55417,137000,1,1,"Wenonah",690,6534,1922,3,"Garage",86,30/6/2008,"Y","RE/MAX Results","44,903931","-93,224747","N"
4423258,"5456 Harriet Ave","Minneapolis","MN",55419,254900,4,2,"Windom",1627,6098,1926,2,"Garage",96,,"N","Coldwell Banker Burnet","44,903584","-93,286102","N"
4405533,"55 Lexington Pkwy N","St. Paul","MN",55104,529900,6,"3,25","Merriam Park/Lexington-Hamline",3990,9147,1912,4,"Garage",137,15/3/2012,"Y","Edina Realty, Inc.","44,94313","-93,147102","N"
4440640,"5501 14th Ave S","Minneapolis","MN",55417,309900,5,"2,75","Diamond Lake",2686,6534,1950,2,"Garage",6,,"N","Coldwell Banker Burnet","44,903286","-93,254707","N"
4427730,"5505 40th Ave S","Minneapolis","MN",55417,224990,3,"1,75","Morris Park",1340,4791,1925,4,"Garage",77,,"N","RE/MAX Results","44,903336","-93,214897","N"
4429324,"5518 Pleasant Ave S","Minneapolis","MN",55419,419900,4,"2,25",,2925,5227,2000,2,"Garage",71,12/1/2009,"Y","RE/MAX Results",,,"N"
4430063,"5524 Park Ave","Minneapolis","MN",55417,324900,3,2,"Diamond Lake",1694,7405,1940,2,"Garage",68,,"N","Keller Williams Integrity","44,902409","-93,26564","N"
4440634,"5525 Xerxes Ave S","Minneapolis","MN",55410,284700,3,"1,75","Armatage",1702,5227,1953,2,"Garage",6,1/8/2013,"Y","Grace Realty Inc","44,902626","-93,318451","N"
4407054,"5528 Nicollet Ave","Minneapolis","MN",55419,169990,3,"1,5","Windom",1080,6098,1924,2,"Garage",137,,"N","RE/MAX Results","44,902321","-93,27834","N"
4420543,"553 Van Buren Ave","St. Paul","MN",55103,32900,2,1,"Thomas-Dale (Frogtown)",896,,1889,1,"Garage",105,,"N","RE/MAX Advantage Plus","44,962322","-93,123474","N"
4439965,"5532 33rd Ave S","Minneapolis","MN",55417,189900,3,2,"Wenonah",1510,6534,1928,4,"Garage",9,,"N","Coldwell Banker Burnet","44,902466","-93,22477","N"
4367067,"554 Arundel St","St. Paul","MN",55103,110000,3,"1,75","Thomas-Dale (Frogtown)",1376,4791,1909,2,"Garage",137,,"N","RE/MAX Specialists","44,957836","-93,118492","N"
4440179,"554 White Bear Ave N","St. Paul","MN",55106,133900,3,"1,75","Battle Creek-Highwood",1129,10018,1947,1,"Garage",8,25/3/2010,"Y","Edina Realty, Inc.","44,958103","-93,024773","N"
4431881,"5552 27th Ave S","Minneapolis","MN",55417,169900,2,1,"Wenonah",696,5227,1948,3,"Garage",57,,"N","Edina Realty, Inc.","44,901936","-93,233971","N"
4420855,"5560 Pillsbury Ave S","Minneapolis","MN",55419,399900,4,"3,25","Windom",2722,7840,1995,2,"Garage",104,,"N","RE/MAX Specialists","44,90176","-93,282204","N"
4439446,"5601 S 35th Ave","Minneapolis","MN",55417,234900,3,"1,75","Morris Park",2150,6969,1950,4,"Garage",12,25/10/2013,"Y","RE/MAX Specialists","44,901615","-93,221291","N"
4394296,"5604 Stevens Ave","Minneapolis","MN",55419,187000,4,"2,5","Windom",1555,5227,1940,4,"Garage",137,,"N","Coldwell Banker Burnet","44,901302","-93,275887","N"
4435783,"5609 2nd Ave S","Minneapolis","MN",55419,219900,5,"1,75","Diamond Lake",1670,6534,1924,2,"Garage",36,,"N","Real Estate Trader of Minnesota, Inc.","44,901127","-93,273926","N"
4410188,"5616 36th Ave S","Minneapolis","MN",55417,185900,3,1,"Morris Park",1214,5227,1923,2,"Garage",135,,"N","Edina Realty, Inc.","44,901169","-93,220741","N"
4439663,"5617 Newton Ave S","Minneapolis","MN",55419,249900,3,"1,75","Armatage",1314,5227,1950,1,"Garage",10,18/6/2010,"Y","SPARA Realty, Inc","44,900955","-93,305756","N"
4423984,"5624 12th Ave S","Minneapolis","MN",55417,289900,3,"1,5","Diamond Lake",1440,6098,1937,1,"Garage",92,,"N","Realty Executives Results","44,900627","-93,258095","N"
4440979,"5624 Humboldt Ave S","Minneapolis","MN",55419,273500,3,"1,75","Kenny",1587,5227,1950,1,"Garage",5,,"N","Keller Williams Integrity","44,900703","-93,298828","N"
4432338,"564 Mendota St","St. Paul","MN",55106,56750,2,1,"Dayton's Bluff",1397,3920,1957,1,"Garage",57,,"N","REALHome Services and Solutions, Inc","44,95829","-93,063179","N"
4423680,"5640 28th Ave S","Minneapolis","MN",55417,169900,3,"1,75","Wenonah",1373,5227,1952,2,"Garage",93,11/3/2010,"Y","RE/MAX Results","44,900459","-93,232719","N"
4426847,"5640 Nicollet Ave","Minneapolis","MN",55419,219000,3,"1,5","Windom",1828,5227,1912,1,"Garage",82,,"N","Coldwell Banker Burnet","44,900242","-93,278442","N"
4420474,"5641 25th Ave S","Minneapolis","MN",55417,199900,3,1,"Wenonah",1496,5227,1945,1,"Garage",105,,"N","RE/MAX Results","44,900436","-93,235817","N"
4429615,"5644 S Thomas Ave","Minneapolis","MN",55410,750000,4,"3,5","Armatage",3531,5227,2013,2,"Garage",70,7/6/2013,"Y","Recreate Real Estate LLC","44,900166","-93,31411","N"
4435711,"5645 27th Ave S","Minneapolis","MN",55417,164900,3,1,"Wenonah",1080,5227,1951,1,"Garage",37,,"N","Bridge Realty, LLC","44,900349","-93,233269","Y"
4421076,"565 Hatch Ave","St. Paul","MN",55117,129895,2,1,"North End/South Como",1500,6534,1904,6,"Garage",103,,"N","Wiebusch Realty","44,971306","-93,124222","N"
4431481,"565 Saint Clair Ave","St. Paul","MN",55102,255000,5,"1,75","West Seventh",2120,7405,1975,2,"Garage",57,,"N","Keller Williams Preferred Rlty","44,934383","-93,123451","N"
4435583,"569 Maryland Ave W","St. Paul","MN",55117,144900,3,"1,5","North End/South Como",1447,8276,1958,1,"Garage",37,,"N","RE/MAX Specialists","44,977619","-93,124283","N"
4426114,"5704 37th Ave S","Minneapolis","MN",55417,174900,3,1,"Morris Park",1674,6098,1951,1,"Garage",84,,"N","RE/MAX Results","44,899689","-93,219482","N"
4439985,"5704 Harriet Ave","Minneapolis","MN",55419,339900,3,"2,5","Windom",2007,6534,1947,2,"Garage",9,,"N","RE/MAX Advantage Plus","44,899353","-93,286102","N"
4418834,"5711 40th Ave S","Minneapolis","MN",55417,199900,4,1,"Morris Park",1212,8712,1927,3,"Garage",110,23/8/2013,"Y","RE/MAX Results","44,899612","-93,214935","N"
4439338,"5717 35th Ave S","Minneapolis","MN",55417,189900,3,"1,75","Morris Park",1374,6534,1950,4,"Garage",12,2/8/2013,"Y","EPIC Realty, Inc","44,899403","-93,221321","N"
4418327,"5717 Standish Ave","Minneapolis","MN",55417,209900,3,"1,5","Wenonah",1586,5227,1948,1,"Garage",111,,"N","Counselor Realty, Inc","44,899235","-93,239609","N"
4415744,"5719 Penn Ave S","Minneapolis","MN",55419,174900,2,"1,75","Armatage",1623,10454,1947,1,"Garage",119,,"N","Edina Realty, Inc.","44,898731","-93,308296","Y"
4424125,"5728 15th Ave S","Minneapolis","MN",55417,184900,3,"1,75","Diamond Lake",1572,5662,1952,2,"Garage",92,,"N","RE/MAX Advantage Plus","44,898609","-93,254288","N"
4419277,"5729 Newton Ave S","Minneapolis","MN",55419,289900,3,"1,75","Armatage",1820,5227,1949,2,"Garage",107,19/10/2012,"Y","RE/MAX Results","44,898819","-93,305763","N"
4429836,"5737 Blaisdell Ave","Minneapolis","MN",55419,274900,3,"2,75","Windom",1835,5662,1938,1,"Garage",69,,"N","Edina Realty, Inc.","44,898384","-93,279007","N"
4396075,"575 Saratoga St S","St. Paul","MN",55116,329900,3,"2,5","Highland",1767,5227,1928,2,"Garage",137,,"N","Coldwell Banker Burnet","44,924118","-93,164825","N"
4440798,"578 Thomas Ave","St. Paul","MN",55103,145000,4,2,"Thomas-Dale (Frogtown)",1680,4791,1899,2,"Garage",6,,"N","Empire Realty LLC","44,959091","-93,124641","N"
4440736,"5805 Morgan Ave S","Minneapolis","MN",55419,575000,3,"2,25","Armatage",3173,6534,2014,2,"Garage",6,3/1/2014,"Y","RE/MAX Results","44,897625","-93,304382","N"
4440508,"5809 Longfellow Ave","Minneapolis","MN",55417,184900,3,"1,75","Wenonah",1536,6098,1981,2,"Garage",7,,"N","Realty Executives Associates","44,897511","-93,245972","N"
4398633,"581 Mendota St","St. Paul","MN",55106,139900,4,"1,75","Dayton's Bluff",1246,4791,1900,2,"Garage",137,21/3/2012,"Y","Axis Realty","44,958916","-93,063843","N"
4388802,"5815 Columbus Ave","Minneapolis","MN",55417,329900,3,2,"Diamond Lake",2216,6534,1941,2,"Garage",137,,"N","RE/MAX Results","44,897366","-93,263748","N"
4417715,"5820 Bryant Ave S","Minneapolis","MN",55419,243000,3,1,"Kenny",1726,6534,1946,1,"Garage",112,,"N","Edina Realty, Inc.","44,897007","-93,291229","N"
4437329,"5825 Fremont Ave S","Minneapolis","MN",55419,274900,4,2,"Kenny",1862,5227,1957,2,"Garage",22,10/6/2013,"Y","RE/MAX Results","44,897064","-93,295586","N"
4425078,"5836 12th Ave S","Minneapolis","MN",55417,239999,4,"1,5","Diamond Lake",1822,6098,1951,2,"Garage",89,,"N","Coldwell Banker Burnet","44,896538","-93,258232","N"
4441758,"5841 10th Ave S","Minneapolis","MN",55417,289900,3,"1,5","Diamond Lake",2512,6098,1942,2,"Garage",1,,"N","Lakes Area Realty, Inc","44,8964","-93,259964","N"
4401252,"59 Irvine Park","St. Paul","MN",55102,2225000,6,"4,25","West Seventh",7314,,1889,2,"Garage",137,,"N","Coldwell Banker Burnet","44,941109","-93,101524","N"
4427091,"5900 Upton Ave S","Minneapolis","MN",55410,289900,3,"1,5","Armatage",1769,,1951,2,"Garage",77,,"N","DirectByOwner.com","44,896034","-93,315384","N"
4434257,"5901 Russell Ave S","Minneapolis","MN",55410,214900,2,1,"Armatage",1115,6969,1947,2,"Garage",46,,"N","Coldwell Banker Burnet","44,896061","-93,310852","N"
4437632,"5901 Vincent Ave S","Minneapolis","MN",55410,230000,3,1,"Armatage",1239,5227,1951,2,"Garage",20,,"N","Edina Realty, Inc.","44,896042","-93,315926","N"
4425362,"5904 Emerson Ave S","Minneapolis","MN",55419,525000,4,"2,5","Kenny",2184,6098,2013,2,"Garage",88,6/3/2013,"Y","RE/MAX Results","44,895779","-93,295029","N"
4433017,"5906 Grass Lake Ter","Minneapolis","MN",55419,354500,3,"1,5","Kenny",1968,6098,1958,3,"Garage",51,,"N","Edina Realty, Inc.","44,89629","-93,297981","N"
4425300,"5908 Emerson Ave S","Minneapolis","MN",55419,509900,3,"2,5","Kenny",2032,6098,2013,2,"Garage",89,,"N","RE/MAX Results","44,895817","-93,294852","N"
4425359,"5912 Emerson Ave S","Minneapolis","MN",55419,525000,4,"2,5","Kenny",2184,6098,2013,2,"Garage",88,11/3/2013,"Y","RE/MAX Results","44,895611","-93,295036","N"
4407645,"5913 Penn Ave S","Minneapolis","MN",55419,201500,2,1,"Armatage",745,6534,1949,1,"Garage",137,,"N","BuySelf, Inc","44,896362","-93,308296","N"
4438221,"5920 12th Ave S","Minneapolis","MN",55417,199900,3,1,"Diamond Lake",1284,5227,1946,3,"Garage",16,,"N","P L Dorn Company Inc","44,895279","-93,258263","N"
4415201,"5929 11th Ave S","Minneapolis","MN",55417,315900,3,"1,75","Diamond Lake",2368,6098,1950,2,"Garage",119,,"N","Real Estate Corners, Inc","44,894997","-93,258774","N"
4424705,"5932 11th Ave S","Minneapolis","MN",55417,312000,3,"1,5","Diamond Lake",1864,,1949,3,"Garage",90,,"N","Edina Realty, Inc.","44,894871","-93,259476","N"
4431409,"5933 Washburn Ave S","Minneapolis","MN",55410,334900,3,"2,5","Armatage",2098,5227,1972,2,"Garage",57,17/6/2013,"Y","Coldwell Banker Burnet","44,895176","-93,3172","N"
4429160,"5936 Newton Ave S","Minneapolis","MN",55419,239900,4,2,"Armatage",1514,6098,1949,2,"Garage",72,,"N","RE/MAX Results","44,895485","-93,30648","N"
4421381,"5937 Fremont Ave S","Minneapolis","MN",55419,499000,5,"3,25","Kenny",2501,5227,2013,2,"Garage",103,21/8/2013,"Y","RE/MAX Specialists","44,894928","-93,295593","N"
4441833,"594 Earl St","St. Paul","MN",55106,120990,3,"1,5","Dayton's Bluff",1296,5227,1920,1,"Garage",1,7/7/2010,"Y","Talbot Realty","44,959137","-93,055542","N"
4422679,"5940 11th Ave S","Minneapolis","MN",55417,189200,3,"1,5","Diamond Lake",1117,6098,1942,1,"Garage",97,,"N","Better Homes and Gardens Real Estate-All Seasons","44,894592","-93,259483","N"
4427107,"5941 Upton Ave S","Minneapolis","MN",55410,199000,4,"1,5","Armatage",1610,5227,1947,1,"Garage",77,,"N","Dooley Real Estate Service","44,894932","-93,314667","N"
4378700,"5944 Fremont Ave S","Minneapolis","MN",55419,279900,3,"1,5","Minneapolis",2326,7405,1955,2,"Garage",137,,"N","The Realty House","44,894745","-93,296326","N"
4428203,"595 Orange Ave W","St. Paul","MN",55117,179900,3,2,"North End/South Como",1970,7405,1950,4,"Garage",76,,"N","RES Realty","44,979446","-93,125275","N"
4423849,"598 Van Buren Avenue","St. Paul","MN",55103,65000,1,"0,75","Thomas-Dale (Frogtown)",650,4791,1884,0,"No Garage",93,,"N","RE/MAX Specialists","44,961803","-93,125504","N"
4417352,"60 Rose Ave W","St. Paul","MN",55117,99900,3,1,"North End/South Como",1385,4791,1938,1,"Garage",113,2/10/2008,"Y","Keller Williams Classic Realty","44,976234","-93,102592","Y"
4428175,"6009 Columbus Ave","Minneapolis","MN",55417,199900,3,"1,5","Diamond Lake",1755,5662,1957,1,"Garage",77,,"N","Re/Max Prodigy","44,893932","-93,263748","N"
4435572,"6009 Fremont Ave S","Minneapolis","MN",55419,569900,5,"3,25","Kenny",3892,6534,1957,2,"Garage",37,22/3/2013,"Y","Coldwell Banker Burnet","44,893921","-93,295593","N"
4433198,"6016 Sheridan Ave S","Minneapolis","MN",55410,249900,3,1,"Armatage",1879,5662,1955,2,"Garage",51,31/7/2009,"Y","Lakes Area Realty G.V.","44,89381","-93,312828","N"
4436848,"6020 Columbus Ave S","Minneapolis","MN",55417,159900,3,"1,75","Diamond Lake",1260,6098,1950,4,"Garage",27,,"N","Coldwell Banker Burnet","44,893387","-93,26445","Y"
4436040,"6024 Russell Ave S","Minneapolis","MN",55410,334900,4,2,"Armatage",2496,5662,1958,2,"Garage",35,,"N","Recreate Real Estate LLC","44,893566","-93,311562","N"
4435057,"6036 Park Ave S","Minneapolis","MN",55417,274999,4,2,"Diamond Lake",1705,,1950,3,"Garage",41,27/5/2009,"Y","Edina Realty, Inc.","44,892963","-93,265678","N"
4420507,"6040 Russell Ave S","Minneapolis","MN",55410,245000,3,"1,75","Armatage",1657,5662,1953,2,"Garage",105,,"N","Edina Realty, Inc.","44,89307","-93,311562","N"
4439144,"6044 12th Ave S","Minneapolis","MN",55417,256900,4,"1,5","Diamond Lake",2096,6534,1951,2,"Garage",13,,"N","RE/MAX Results","44,892673","-93,258331","N"
4411731,"6045 13th Ave S","Minneapolis","MN",55417,219900,3,"1,75","Diamond Lake",1740,6534,1956,1,"Garage",119,,"N","Lakes Area Realty","44,892673","-93,256302","N"
4430511,"6055 1st Ave S","Minneapolis","MN",55419,219900,4,"1,5","Windom",2109,6098,1953,2,"Garage",66,,"N","Edina Realty, Inc.","44,892601","-93,27652","N"
4440573,"609 Case Ave","St. Paul","MN",55130,57500,4,"1,75","Payne-Phalen",2620,4791,1890,2,"Garage",7,,"N","Coldwell Banker Burnet","44,970505","-93,074814","N"
4385491,"61 Rose Ave E","St. Paul","MN",55117,95000,1,"1,25","North End/South Como",952,8624,1880,2,"Garage",137,,"N","RE/MAX Results","44,976746","-93,098488","N"
4418145,"6105 11th Ave S","Minneapolis","MN",55417,224900,3,"1,75","Diamond Lake",1935,6534,1951,3,"Garage",111,,"N","Real Living 1st MSP Realty","44,892193","-93,25885","N"
4427807,"6105 12TH Ave S","Minneapolis","MN",55417,255000,3,"1,75","Diamond Lake",1923,6926,1954,2,"Garage",77,,"N","RE/MAX Results","44,8922","-93,257568","N"
4441832,"6108 Washburn Ave S","Minneapolis","MN",55410,299900,3,"1,75","Armatage",1681,6534,1951,2,"Garage",1,15/10/2013,"Y","RE/MAX Preferred","44,89217","-93,317917","N"
4428513,"6116 Penn Ave S","Minneapolis","MN",55419,184500,2,"1,75","Armatage",1504,6098,1952,1,"Garage",75,,"N","Century 21 Premier Group","44,891888","-93,309029","N"
4413436,"6116 Upton Ave S","Minneapolis","MN",55410,190000,3,"1,75","Armatage",1348,5662,1950,2,"Garage",119,,"N","Keller Williams Classic Realty NW","44,891918","-93,315369","Y"
4429001,"6117 Xerxes Ave S","Minneapolis","MN",55410,219900,3,1,"Armatage",1382,6534,1951,2,"Garage",72,,"N","Edina Realty, Inc.","44,891899","-93,318466","N"
4425944,"612 W 32nd St","Minneapolis","MN",55408,199900,3,"1,5","Lyndale",1553,2178,1904,0,"No Garage",85,,"N","Coldwell Banker Burnet","44,944901","-93,28756","N"
4441679,"6133 3rd Ave S","Minneapolis","MN",55419,169900,3,1,"Diamond Lake",1112,5227,1941,2,"Garage",1,13/6/2008,"Y","RE/MAX Results","44,891472","-93,272598","N"
4434480,"6140 Morgan Ct","Minneapolis","MN",55419,239000,3,"1,75","Armatage",2376,8712,1956,2,"Garage",44,,"N","Coldwell Banker Burnet","44,891399","-93,306564","N"
4408106,"620 Cherokee Ave","St. Paul","MN",55107,209900,3,"1,25","West Side",1127,5227,1907,2,"Garage",137,,"N","Edina Realty, Inc.","44,927197","-93,104362","N"
4421104,"623 Fuller Ave","St. Paul","MN",55104,450000,8,4,"Summit-University",4216,7405,1912,4,"Garage",103,,"N","RE/MAX Results","44,954185","-93,12661","N"
4425534,"624 Western Ave N","St. Paul","MN",55103,39900,3,1,"Thomas-Dale (Frogtown)",1104,6098,1886,1,"Garage",86,,"N","RE/MAX Advantage Plus","44,960064","-93,115746","N"
4440922,"625 Wheelock Pkwy W","St. Paul","MN",55117,199900,5,2,"Como",1750,13068,1900,2,"Garage",5,8/3/2013,"Y","Bridge Realty, LLC","44,981232","-93,126701","N"
4405033,"629 Hall Ave","St. Paul","MN",55107,169900,4,"1,5","West Side",1544,7405,1900,3,"Garage",137,,"N","Edina Realty, Inc.","44,926994","-93,087036","N"
4433535,"633 Dayton Ave #2","St. Paul","MN",55104,145000,1,1,"Summit-University",933,1001,2004,0,"No Garage",49,,"N","Realty Direct REO, LLC","44,947727","-93,126877","N"
4425592,"633 Van Buren Ave","St. Paul","MN",55104,79900,2,1,"Thomas-Dale (Frogtown)",1050,4791,1920,2,"Garage",86,,"N","Anthony James Real Estate","44,962322","-93,12706","Y"
4383130,"635 Canton St","St. Paul","MN",55102,142900,3,2,"West Seventh",1426,6534,1900,0,"No Garage",137,16/6/2010,"Y","Grand Assets Investments Netwo","44,921986","-93,134071","N"
4403290,"639 Thomas Ave","St. Paul","MN",55104,109000,2,2,"Thomas-Dale (Frogtown)",982,6969,1886,1,"Garage",137,,"N","Coldwell Banker Burnet","44,959606","-93,127251","N"
4436280,"653 Sims Ave","St. Paul","MN",55106,90000,3,1,"Payne-Phalen",3580,4791,1888,2,"Garage",33,,"N","Greenway Homes Realty","44,969616","-93,072922","N"
4402772,"654 Gotzian St","St. Paul","MN",55106,144900,3,1,"Dayton's Bluff",1215,12196,1949,1,"Garage",137,,"N","Exit Realty Nexus","44,961109","-93,051903","Y"
4403994,"654 Hyacinth Ave E","St. Paul","MN",55106,90000,3,"1,75","Payne-Phalen",1596,3484,1922,1,"Garage",137,5/11/2007,"Y","High Pointe Realty, Inc.","44,979912","-93,072876","N"
4441675,"659 Surrey Ave","St. Paul","MN",55106,87500,4,"2,5","Dayton's Bluff",2136,4791,1884,2,"Garage",1,,"N","High Pointe Realty, Inc.","44,953403","-93,070129","N"
4387125,"662 Thomas Ave","St. Paul","MN",55104,132000,5,"2,75","Thomas-Dale (Frogtown)",1600,4791,1900,1,"Garage",137,7/10/2008,"Y","Better Homes and Gardens Real Estate-All Seasons","44,959087","-93,12812","N"
4439675,"663 Sherwood Ave","St. Paul","MN",55106,164900,3,"1,5","Payne-Phalen",1440,6098,1965,2,"Garage",10,,"N","Keller Williams Premier Realty","44,983906","-93,072571","N"
4439481,"666 Montcalm Pl","St. Paul","MN",55116,379850,2,"1,75","Highland",1676,9147,1953,3,"Garage",12,,"N","Highland Realty","44,921108","-93,148247","N"
4434599,"670 Ottawa Ave","St. Paul","MN",55107,104900,3,1,"West Side",1092,,1912,0,"No Garage",43,,"N","RE/MAX Advantage Plus","44,92588","-93,102989","N"
